"customer_id","first_name","last_name","address","apt_number","state","city","zip_code","phone_number","email_address","membership_flag","country_id","campaign_id","sent_date","opened","clicked","converted","conversion_amount","unsubscribe","customer_campaign_id"
12527,Ethan,Thomas,"912 Maple Avenue",Apt 1D,Greater London,London,SW1A 1AA,+44 7019304825,ethan.thomas12346@example.com,"1",2,,,,,,,,
15395,Sarah,Turner,"859 Market Drive",Apt 14B,West Yorkshire,Leeds,LS1 4DY,+44 7019312744,sarah.turner13898@example.com,"1",2,,,,,,,,
12510,Sophia,Collins,"983 River Lane",Apt 2B,West Midlands,Birmingham,B1 1AA,+44 7019320663,sophia.collins16948@example.com,"1",2,,,,,,,,
13693,Charlotte,Morris,"89 Lake Court","",West Yorkshire,Leeds,LS1 4DY,+44 7019328582,charlotte.morris16997@example.com,"1",2,,,,,,,,
13263,Michael,Wright,"390 Hill Lane","",North Rhine-Westphalia,Cologne,"50667",+49 1519336501,michael.wright12527@example.com,"1",6,,,,,,,,
14428,Noah,Baker,"876 Park Street","",Greater London,London,SW1A 1AA,+44 7019344420,noah.baker15395@example.com,"1",2,,,,,,,,
12451,Logan,Evans,"621 Oak Drive","",Community of Madrid,Madrid,"28013",+34 619352339,logan.evans12510@example.com,"1",10,,,,,,,,
12422,Leo,Brown,"97 Spring Street",Apt 16A,Greater Manchester,Manchester,M1 2AB,+44 7019360258,leo.brown13693@example.com,"1",2,,,,,,,,
17708,Alexander,Davies,"18 Mill Drive",Apt 17B,Greater London,London,SW1A 1AA,+44 7019368177,alexander.davies13263@example.com,"0",2,,,,,,,,
14090,Owen,Nelson,"142 Queen Way",Apt 24A,West Midlands,Birmingham,B1 1AA,+44 7019376096,owen.nelson14428@example.com,"0",2,,,,,,,,
15606,Elena,Walker,"825 Cedar Court",Apt 2C,Basel-Stadt,Basel,"4051",+41 719384015,elena.walker12451@example.com,"1",9,,,,,,,,
15831,Mia,Turner,"650 King Lane",Apt 22B,New South Wales,Sydney,"2000",+61 419391934,mia.turner12422@example.com,"1",4,,,,,,,,
13310,Matthew,Collins,"633 Main Way",Apt 5C,Greater Manchester,Manchester,M1 2AB,+44 7019399853,matthew.collins17708@example.com,"0",2,,,,,,,,
14916,Sophie,Morgan,"451 Maple Terrace","",West Midlands,Birmingham,B1 1AA,+44 7019407772,sophie.morgan14090@example.com,"0",2,,,,,,,,
17602,Joseph,Wilson,"590 Garden Road",Apt 5C,Merseyside,Liverpool,L1 8JQ,+44 7019415691,joseph.wilson15606@example.com,"0",2,,,,,,,,
14572,Sophia,Campbell,"331 Church Drive","",Merseyside,Liverpool,L1 8JQ,+44 7019423610,sophia.campbell15831@example.com,"1",2,,,,,,,,
13502,David,Baker,"82 Church Court","",West Midlands,Birmingham,B1 1AA,+44 7019431529,david.baker13310@example.com,"1",2,,,,,,,,
14784,Daniel,Perez,"153 Queen Court","",West Yorkshire,Leeds,LS1 4DY,+44 7019439448,daniel.perez14916@example.com,"0",2,,,,,,,,
15938,Lily,Carter,"949 River Court",Apt 20C,West Midlands,Birmingham,B1 1AA,+44 7019447367,lily.carter17602@example.com,"0",2,,,,,,,,
12637,Sophia,Carter,"279 Maple Street",Apt 8A,West Midlands,Birmingham,B1 1AA,+44 7019455286,sophia.carter14572@example.com,"1",2,,,,,,,,
17418,Liam,Allen,"593 Cedar Road","",Greater Manchester,Manchester,M1 2AB,+44 7019463205,liam.allen13502@example.com,"1",2,,,,,,,,
14779,Adam,Davies,"489 Bridge Court","",West Yorkshire,Leeds,LS1 4DY,+44 7019471124,adam.davies14784@example.com,"1",2,,,,,,,,
16321,Nathan,Evans,"954 Cedar Terrace","",Greater Manchester,Manchester,M1 2AB,+44 7019479043,nathan.evans15938@example.com,"0",2,,,,,,,,
15262,Noah,King,"628 Garden Lane",Apt 16A,Auvergne-Rhône-Alpes,Lyon,"69002",+33 619486962,noah.king12637@example.com,"1",3,,,,,,,,
17862,Hannah,Brown,"981 Garden Avenue",Apt 11A,West Midlands,Birmingham,B1 1AA,+44 7019494881,hannah.brown17418@example.com,"1",2,,,,,,,,
16892,Elena,Adams,"837 Mill Terrace",Apt 7A,Merseyside,Liverpool,L1 8JQ,+44 7019502800,elena.adams14779@example.com,"1",2,,,,,,,,
12402,Emma,Mitchell,"660 Church Road","",New South Wales,Sydney,"2000",+61 419510719,emma.mitchell16321@example.com,"1",4,,,,,,,,
17771,Lily,Davies,"739 Lake Terrace",Apt 22C,West Midlands,Birmingham,B1 1AA,+44 7019518638,lily.davies15262@example.com,"1",2,,,,,,,,
15422,Olivia,Davies,"448 Park Drive","",Greater Manchester,Manchester,M1 2AB,+44 7019526557,olivia.davies17862@example.com,"0",2,,,,,,,,
14770,Oliver,Phillips,"715 Church Terrace",Apt 23D,West Midlands,Birmingham,B1 1AA,+44 7019534476,oliver.phillips16892@example.com,"1",2,,,,,,,,
16912,Ruby,Cook,"750 Spring Avenue","",Brussels-Capital,Brussels,"1000",+32 419542395,ruby.cook12402@example.com,"1",14,,,,,,,,
15174,James,Walker,"966 River Court",Apt 4D,West Midlands,Birmingham,B1 1AA,+44 7019550314,james.walker17771@example.com,"0",2,,,,,,,,
14895,Eva,Smith,"975 River Court",Apt 19A,West Midlands,Birmingham,B1 1AA,+44 7019558233,eva.smith15422@example.com,"0",2,,,,,,,,
12594,Amelia,Garcia,"569 Church Terrace","",Greater London,London,SW1A 1AA,+44 7019566152,amelia.garcia14770@example.com,"1",2,,,,,,,,
17504,Henry,Rogers,"389 Mill Street","",Greater Manchester,Manchester,M1 2AB,+44 7019574071,henry.rogers16912@example.com,"0",2,,,,,,,,
16387,Matthew,Thomas,"674 Lake Terrace",Apt 12D,West Midlands,Birmingham,B1 1AA,+44 7019581990,matthew.thomas15174@example.com,"0",2,,,,,,,,
12664,Owen,Scott,"190 Lake Terrace",Apt 18B,Merseyside,Liverpool,L1 8JQ,+44 7019589909,owen.scott14895@example.com,"1",2,,,,,,,,
16618,Chloe,Adams,"685 Hill Drive",Apt 4A,Tuscany,Florence,"50122",+39 3019597828,chloe.adams12594@example.com,"1",13,,,,,,,,
17277,Sophia,Johnson,"431 Queen Court",Apt 20A,Greater London,London,SW1A 1AA,+44 7019605747,sophia.johnson17504@example.com,"1",2,,,,,,,,
14088,Matthew,Reed,"693 Victoria Terrace","",West Yorkshire,Leeds,LS1 4DY,+44 7019613666,matthew.reed16387@example.com,"0",2,,,,,,,,
17094,Ruby,Adams,"886 Garden Road",Apt 15D,Uusimaa,Espoo,"2100",+358 419621585,ruby.adams12664@example.com,"1",24,,,,,,,,
14692,James,Baker,"529 Victoria Drive",Apt 9C,West Yorkshire,Leeds,LS1 4DY,+44 7019629504,james.baker16618@example.com,"0",2,,,,,,,,
12970,Sarah,Clark,"940 Hill Street","",West Yorkshire,Leeds,LS1 4DY,+44 7019637423,sarah.clark17277@example.com,"1",2,,,,,,,,
17889,Sophie,Collins,"624 Park Way","",Greater Manchester,Manchester,M1 2AB,+44 7019645342,sophie.collins14088@example.com,"0",2,,,,,,,,
17644,Chloe,Clark,"410 High Terrace",Apt 19D,Merseyside,Liverpool,L1 8JQ,+44 7019653261,chloe.clark17094@example.com,"1",2,,,,,,,,
17714,Leo,Adams,"187 Cedar Way",Apt 14B,Greater Manchester,Manchester,M1 2AB,+44 7019661180,leo.adams14692@example.com,"0",2,,,,,,,,
12916,Clara,Roberts,"656 Spring Terrace",Apt 21C,Greater London,London,SW1A 1AA,+44 7019669099,clara.roberts12970@example.com,"1",2,,,,,,,,
17769,Benjamin,King,"105 Oak Terrace","",Merseyside,Liverpool,L1 8JQ,+44 7019677018,benjamin.king17889@example.com,"1",2,,,,,,,,
14450,Mia,Johnson,"566 King Terrace","",Merseyside,Liverpool,L1 8JQ,+44 7019684937,mia.johnson17644@example.com,"1",2,,,,,,,,
16085,Hannah,Green,"678 Station Drive","",Greater Manchester,Manchester,M1 2AB,+44 7019692856,hannah.green17714@example.com,"1",2,,,,,,,,
13659,Nathan,Adams,"685 Maple Drive","",Greater Manchester,Manchester,M1 2AB,+44 7019700775,nathan.adams12916@example.com,"0",2,,,,,,,,
15167,Leo,Johnson,"603 Queen Road",Apt 20A,Greater Manchester,Manchester,M1 2AB,+44 7019708694,leo.johnson17769@example.com,"1",2,,,,,,,,
15443,Mia,Allen,"194 King Road",Apt 12B,Greater London,London,SW1A 1AA,+44 7019716613,mia.allen14450@example.com,"1",2,,,,,,,,
14224,Liam,Campbell,"433 King Court",Apt 3B,West Yorkshire,Leeds,LS1 4DY,+44 7019724532,liam.campbell16085@example.com,"0",2,,,,,,,,
13742,Michael,King,"471 Church Avenue","",West Yorkshire,Leeds,LS1 4DY,+44 7019732451,michael.king13659@example.com,"1",2,,,,,,,,
17673,Adam,Rogers,"885 Maple Road",Apt 12D,Greater Manchester,Manchester,M1 2AB,+44 7019740370,adam.rogers15167@example.com,"1",2,,,,,,,,
12727,Joseph,Edwards,"544 Market Road","",Merseyside,Liverpool,L1 8JQ,+44 7019748289,joseph.edwards15443@example.com,"1",2,,,,,,,,
14068,Logan,Johnson,"789 River Lane",Apt 4B,Greater London,London,SW1A 1AA,+44 7019756208,logan.johnson14224@example.com,"1",2,,,,,,,,
13068,Alexander,Roberts,"755 River Drive","",Greater London,London,SW1A 1AA,+44 7019764127,alexander.roberts13742@example.com,"1",2,,,,,,,,
14368,Sophia,Green,"677 Victoria Court",Apt 16D,Greater Manchester,Manchester,M1 2AB,+44 7019772046,sophia.green17673@example.com,"0",2,,,,,,,,
15497,Lily,Garcia,"212 Market Terrace","",Provence-Alpes-Côte d'Azur,Marseille,"13001",+33 619779965,lily.garcia12727@example.com,"1",3,,,,,,,,
12559,Ella,Wright,"986 Garden Terrace",Apt 14C,Merseyside,Liverpool,L1 8JQ,+44 7019787884,ella.wright14068@example.com,"0",2,,,,,,,,
13819,Maya,Evans,"449 High Way",Apt 21A,West Midlands,Birmingham,B1 1AA,+44 7019795803,maya.evans13068@example.com,"1",2,,,,,,,,
14501,Benjamin,Brown,"269 Spring Terrace","",West Yorkshire,Leeds,LS1 4DY,+44 7019803722,benjamin.brown14368@example.com,"0",2,,,,,,,,
14782,Samuel,Nelson,"194 Park Terrace",Apt 12B,Merseyside,Liverpool,L1 8JQ,+44 7019811641,samuel.nelson15497@example.com,"1",2,,,,,,,,
17861,Amelia,Baker,"808 Park Road","",Berlin,Berlin,"10115",+49 1519819560,amelia.baker12559@example.com,"1",6,,,,,,,,
14439,Clara,Scott,"591 Park Lane",Apt 13C,Greater London,London,SW1A 1AA,+44 7019827479,clara.scott13819@example.com,"1",2,,,,,,,,
18161,Amelia,Collins,"584 Market Road",Apt 21D,Merseyside,Liverpool,L1 8JQ,+44 7019835398,amelia.collins14501@example.com,"1",2,,,,,,,,
15820,Alexander,King,"60 Garden Court","",West Yorkshire,Leeds,LS1 4DY,+44 7019843317,alexander.king14782@example.com,"1",2,,,,,,,,
18136,Oliver,Thomas,"185 Baker Way",Apt 8A,West Midlands,Birmingham,B1 1AA,+44 7019851236,oliver.thomas17861@example.com,"1",2,,,,,,,,
16660,Emma,Rogers,"943 Lake Drive","",Central Macedonia,Thessaloniki,"546 23",+30 6919859155,emma.rogers14439@example.com,"0",26,,,,,,,,
12693,Lucas,Edwards,"50 Park Street","",West Yorkshire,Leeds,LS1 4DY,+44 7019867074,lucas.edwards18161@example.com,"0",2,,,,,,,,
12625,Oliver,Young,"781 Mill Terrace","",Greater London,London,SW1A 1AA,+44 7019874993,oliver.young15820@example.com,"1",2,,,,,,,,
13396,Zoe,Morgan,"315 Lake Court",Apt 4C,West Midlands,Birmingham,B1 1AA,+44 7019882912,zoe.morgan18136@example.com,"1",2,,,,,,,,
12935,Liam,Johnson,"855 Oak Avenue","",Merseyside,Liverpool,L1 8JQ,+44 7019890831,liam.johnson16660@example.com,"1",2,,,,,,,,
16730,Ryan,Mitchell,"100 High Way",Apt 18A,Hamburg,Hamburg,"20095",+49 1519898750,ryan.mitchell12693@example.com,"1",6,,,,,,,,
14541,Daniel,Brown,"979 Victoria Road","",Berlin,Berlin,"10115",+49 1519906669,daniel.brown12625@example.com,"1",6,,,,,,,,
13551,Michael,Hall,"957 River Court","",Merseyside,Liverpool,L1 8JQ,+44 7019914588,michael.hall13396@example.com,"0",2,,,,,,,,
12421,Mia,Reed,"999 Hill Court",Apt 17B,West Midlands,Birmingham,B1 1AA,+44 7019922507,mia.reed12935@example.com,"0",2,,,,,,,,
15797,Jacob,Campbell,"339 Garden Lane","",Merseyside,Liverpool,L1 8JQ,+44 7019930426,jacob.campbell16730@example.com,"0",2,,,,,,,,
15052,Clara,Davies,"865 Station Lane",Apt 3D,West Midlands,Birmingham,B1 1AA,+44 7019938345,clara.davies14541@example.com,"1",2,,,,,,,,
14130,Amelia,Smith,"489 Cedar Lane",Apt 11B,Greater London,London,SW1A 1AA,+44 7019946264,amelia.smith1256@example.com,"0",27,,,,,,,,
15222,Owen,Collins,"330 Victoria Court",Apt 17A,Merseyside,Liverpool,L1 8JQ,+44 7019954183,owen.collins13551@example.com,"1",2,,,,,,,,
13615,Jack,Baker,"473 Baker Lane",Apt 7A,Community of Madrid,Madrid,"28013",+34 619962102,jack.baker12421@example.com,"1",10,,,,,,,,
13901,Chloe,Wright,"984 Spring Road","",West Midlands,Birmingham,B1 1AA,+44 7019970021,chloe.wright15797@example.com,"0",2,,,,,,,,
13158,Laura,Thomas,"925 Lake Avenue","",Greater London,London,SW1A 1AA,+44 7019977940,laura.thomas15052@example.com,"1",2,,,,,,,,
14257,Adam,Collins,"281 Queen Road",Apt 7B,West Yorkshire,Leeds,LS1 4DY,+44 7019985859,adam.collins14130@example.com,"1",2,,,,,,,,
15218,Matthew,Mitchell,"64 Lake Drive",Apt 2D,West Yorkshire,Leeds,LS1 4DY,+44 7019993778,matthew.mitchell15222@example.com,"1",2,,,,,,,,
15110,Henry,Allen,"190 Baker Drive",Apt 16D,West Yorkshire,Leeds,LS1 4DY,+44 7020001697,henry.allen13615@example.com,"1",2,,,,,,,,
14534,Sarah,Taylor,"991 Queen Lane","",Greater London,London,SW1A 1AA,+44 7020009616,sarah.taylor13901@example.com,"1",2,,,,,,,,
15967,David,Hall,"554 Queen Drive","",Greater London,London,SW1A 1AA,+44 7020017535,david.hall13158@example.com,"1",2,,,,,,,,
16757,Ryan,Nelson,"113 Station Drive",Apt 6B,Merseyside,Liverpool,L1 8JQ,+44 7020025454,ryan.nelson14257@example.com,"1",2,,,,,,,,
12854,Leo,Allen,"304 Oak Road","",West Midlands,Birmingham,B1 1AA,+44 7020033373,leo.allen15218@example.com,"0",2,,,,,,,,
13815,Jacob,Young,"714 Station Avenue","",Merseyside,Liverpool,L1 8JQ,+44 7020041292,jacob.young15110@example.com,"0",2,,,,,,,,
18008,Benjamin,Martin,"476 River Street",Apt 14C,Greater London,London,SW1A 1AA,+44 7020049211,benjamin.martin14534@example.com,"1",2,,,,,,,,
18277,Charlotte,Lewis,"184 Oak Way",Apt 19A,Greater London,London,SW1A 1AA,+44 7020057130,charlotte.lewis15967@example.com,"0",2,,,,,,,,
14389,Isabella,Phillips,"848 Oak Drive",Apt 17B,West Yorkshire,Leeds,LS1 4DY,+44 7020065049,isabella.phillips16757@example.com,"1",2,,,,,,,,
13703,Elena,Evans,"833 Park Court",Apt 12C,Greater Manchester,Manchester,M1 2AB,+44 7020072968,elena.evans12854@example.com,"1",2,,,,,,,,
15339,Daniel,Baker,"857 Mill Drive",Apt 17D,North Rhine-Westphalia,Cologne,"50667",+49 1520080887,daniel.baker13815@example.com,"1",6,,,,,,,,
12744,Grace,Collins,"31 River Terrace",Apt 22B,Greater London,London,SW1A 1AA,+44 7020088806,grace.collins18008@example.com,"0",2,,,,,,,,
16222,Zoe,Johnson,"768 Hill Way","",West Midlands,Birmingham,B1 1AA,+44 7020096725,zoe.johnson18277@example.com,"1",2,,,,,,,,
14341,Henry,Adams,"998 Market Court",Apt 17B,Greater London,London,SW1A 1AA,+44 7020104644,henry.adams14389@example.com,"1",2,,,,,,,,
13168,Sarah,Green,"410 Spring Terrace",Apt 9C,West Midlands,Birmingham,B1 1AA,+44 7020112563,sarah.green13703@example.com,"0",2,,,,,,,,
16943,Lucas,Reed,"361 Baker Road",Apt 15C,Greater Manchester,Manchester,M1 2AB,+44 7020120482,lucas.reed15339@example.com,"1",2,,,,,,,,
17515,Ava,Smith,"711 River Court",Apt 17C,Greater London,London,SW1A 1AA,+44 7020128401,ava.smith12744@example.com,"1",28,,,,,,,,
17082,Ruby,Wright,"305 King Drive","",Merseyside,Liverpool,L1 8JQ,+44 7020136320,ruby.wright16222@example.com,"1",2,,,,,,,,
14248,Amelia,Allen,"136 Maple Court","",Greater London,London,SW1A 1AA,+44 7020144239,amelia.allen14341@example.com,"0",2,,,,,,,,
12609,Samuel,Smith,"151 Mill Drive",Apt 17B,West Yorkshire,Leeds,LS1 4DY,+44 7020152158,samuel.smith13168@example.com,"1",2,,,,,,,,
13002,Clara,Hall,"760 High Terrace",Apt 3C,Greater London,London,SW1A 1AA,+44 7020160077,clara.hall16943@example.com,"1",2,,,,,,,,
16133,Lucas,Phillips,"264 Cedar Terrace",Apt 4C,Greater Manchester,Manchester,M1 2AB,+44 7020167996,lucas.phillips17515@example.com,"0",2,,,,,,,,
13049,Joseph,Young,"456 Park Avenue",Apt 7C,West Midlands,Birmingham,B1 1AA,+44 7020175915,joseph.young17082@example.com,"1",2,,,,,,,,
14548,Oliver,Morris,"322 King Drive",Apt 21D,Greater Manchester,Manchester,M1 2AB,+44 7020183834,oliver.morris14248@example.com,"1",2,,,,,,,,
13405,Michael,Mitchell,"549 Lake Way",Apt 22C,Bavaria,Munich,"80331",+49 1520191753,michael.mitchell12609@example.com,"1",6,,,,,,,,
14049,Samuel,Mitchell,"994 Hill Court","",West Yorkshire,Leeds,LS1 4DY,+44 7020199672,samuel.mitchell13002@example.com,"1",2,,,,,,,,
16043,Emma,Carter,"153 Baker Drive",Apt 19C,Merseyside,Liverpool,L1 8JQ,+44 7020207591,emma.carter16133@example.com,"1",2,,,,,,,,
15812,Maya,Edwards,"908 Victoria Street",Apt 13B,Greater Manchester,Manchester,M1 2AB,+44 7020215510,maya.edwards13049@example.com,"0",2,,,,,,,,
13837,Adam,Smith,"791 Main Court",Apt 3A,West Yorkshire,Leeds,LS1 4DY,+44 7020223429,adam.smith14548@example.com,"1",2,,,,,,,,
17118,Nora,Evans,"109 Victoria Court",Apt 2A,West Midlands,Birmingham,B1 1AA,+44 7020231348,nora.evans13405@example.com,"1",2,,,,,,,,
14616,Sarah,Parker,"64 High Avenue",Apt 16B,Merseyside,Liverpool,L1 8JQ,+44 7020239267,sarah.parker14049@example.com,"0",2,,,,,,,,
14233,Sarah,Walker,"328 Oak Court",Apt 7A,Greater Manchester,Manchester,M1 2AB,+44 7020247186,sarah.walker16043@example.com,"1",2,,,,,,,,
17075,James,Walker,"133 Main Road","",Greater London,London,SW1A 1AA,+44 7020255105,james.walker15812@example.com,"1",2,,,,,,,,
16714,Jacob,Johnson,"464 Cedar Street",Apt 10D,Greater London,London,SW1A 1AA,+44 7020263024,jacob.johnson13837@example.com,"0",2,,,,,,,,
13098,Charlotte,Clark,"569 Market Court",Apt 20A,West Yorkshire,Leeds,LS1 4DY,+44 7020270943,charlotte.clark17118@example.com,"0",2,,,,,,,,
17027,Mia,Johnson,"848 Station Avenue",Apt 23B,West Yorkshire,Leeds,LS1 4DY,+44 7020278862,mia.johnson14616@example.com,"1",2,,,,,,,,
12591,Jacob,Allen,"112 Spring Court",Apt 9D,West Yorkshire,Leeds,LS1 4DY,+44 7020286781,jacob.allen14233@example.com,"1",2,,,,,,,,
17786,Ryan,Evans,"843 Hill Avenue","",West Yorkshire,Leeds,LS1 4DY,+44 7020294700,ryan.evans17075@example.com,"1",2,,,,,,,,
16124,Ava,Rogers,"604 Victoria Street",Apt 22D,West Yorkshire,Leeds,LS1 4DY,+44 7020302619,ava.rogers16714@example.com,"1",2,,,,,,,,
16409,Samuel,Roberts,"750 Lake Drive","",Greater London,London,SW1A 1AA,+44 7020310538,samuel.roberts13098@example.com,"1",2,,,,,,,,
13754,Samuel,Parker,"525 High Way",Apt 17D,Greater Manchester,Manchester,M1 2AB,+44 7020318457,samuel.parker17027@example.com,"0",2,,,,,,,,
15227,Noah,Martin,"370 Spring Way",Apt 5C,Tuscany,Florence,"50122",+39 3020326376,noah.martin12591@example.com,"0",13,,,,,,,,
12997,Lily,Wilson,"670 Garden Terrace",Apt 20B,West Midlands,Birmingham,B1 1AA,+44 7020334295,lily.wilson17786@example.com,"0",2,,,,,,,,
15215,Clara,Parker,"548 Market Avenue",Apt 19C,Merseyside,Liverpool,L1 8JQ,+44 7020342214,clara.parker16124@example.com,"0",2,,,,,,,,
16918,Maya,Nelson,"40 Church Lane","",Merseyside,Liverpool,L1 8JQ,+44 7020350133,maya.nelson16409@example.com,"1",2,,,,,,,,
16882,Zoe,Phillips,"247 Station Road",Apt 6D,Greater London,London,SW1A 1AA,+44 7020358052,zoe.phillips13754@example.com,"1",2,,,,,,,,
14442,Noah,Taylor,"127 Maple Road",Apt 12A,West Yorkshire,Leeds,LS1 4DY,+44 7020365971,noah.taylor15227@example.com,"1",2,,,,,,,,
16496,Alexander,Evans,"396 River Lane","",Greater Manchester,Manchester,M1 2AB,+44 7020373890,alexander.evans12997@example.com,"0",2,,,,,,,,
12764,Thomas,Allen,"769 Church Terrace",Apt 7A,West Yorkshire,Leeds,LS1 4DY,+44 7020381809,thomas.allen15215@example.com,"1",2,,,,,,,,
17311,Emma,Evans,"839 River Street",Apt 14A,Merseyside,Liverpool,L1 8JQ,+44 7020389728,emma.evans16918@example.com,"1",2,,,,,,,,
15910,Charlotte,Collins,"862 High Court",Apt 12B,West Midlands,Birmingham,B1 1AA,+44 7020397647,charlotte.collins16882@example.com,"1",2,,,,,,,,
16949,Thomas,Mitchell,"904 King Road","",Jersey,St Helier,JE2 3QA,+44 7797 20405566,thomas.mitchell14442@example.com,"1",18,,,,,,,,
14970,Ella,Evans,"246 Maple Way","",Merseyside,Liverpool,L1 8JQ,+44 7020413485,ella.evans16496@example.com,"1",2,,,,,,,,
14701,Daniel,Adams,"79 Church Drive","",Greater London,London,SW1A 1AA,+44 7020421404,daniel.adams12764@example.com,"0",29,,,,,,,,
12645,Isabella,Collins,"522 Victoria Terrace",Apt 18A,Merseyside,Liverpool,L1 8JQ,+44 7020429323,isabella.collins17311@example.com,"0",2,,,,,,,,
12468,Jacob,Lewis,"43 Park Terrace","",Merseyside,Liverpool,L1 8JQ,+44 7020437242,jacob.lewis15910@example.com,"0",2,,,,,,,,
16767,Owen,Taylor,"570 Park Street","",West Midlands,Birmingham,B1 1AA,+44 7020445161,owen.taylor16949@example.com,"1",2,,,,,,,,
14738,David,Morgan,"793 Maple Way",Apt 14A,Greater London,London,SW1A 1AA,+44 7020453080,david.morgan14970@example.com,"0",2,,,,,,,,
17540,Jacob,Roberts,"52 Queen Street",Apt 8C,Merseyside,Liverpool,L1 8JQ,+44 7020460999,jacob.roberts14701@example.com,"1",2,,,,,,,,
14239,Jacob,Young,"907 Station Street",Apt 1B,North Rhine-Westphalia,Cologne,"50667",+49 1520468918,jacob.young12645@example.com,"0",6,,,,,,,,
18125,Sarah,Johnson,"63 Cedar Terrace",Apt 14D,North Rhine-Westphalia,Cologne,"50667",+49 1520476837,sarah.johnson12468@example.com,"1",6,,,,,,,,
13328,William,Thomas,"928 Baker Way",Apt 11D,Merseyside,Liverpool,L1 8JQ,+44 7020484756,william.thomas16767@example.com,"1",2,,,,,,,,
15549,Isabella,Anderson,"20 Station Terrace",Apt 18A,Greater London,London,SW1A 1AA,+44 7020492675,isabella.anderson14738@example.com,"1",2,,,,,,,,
15864,Nathan,Clark,"88 Maple Avenue",Apt 10A,Greater London,London,SW1A 1AA,+44 7020500594,nathan.clark17540@example.com,"0",2,,,,,,,,
14662,Samuel,Cook,"260 Victoria Avenue",Apt 16A,West Midlands,Birmingham,B1 1AA,+44 7020508513,samuel.cook14239@example.com,"0",2,,,,,,,,
17180,Noah,Lewis,"220 Garden Way",Apt 8D,Greater London,London,SW1A 1AA,+44 7020516432,noah.lewis18125@example.com,"0",2,,,,,,,,
15057,Sophie,Morris,"679 Station Drive","",West Midlands,Birmingham,B1 1AA,+44 7020524351,sophie.morris13328@example.com,"1",2,,,,,,,,
12574,Matthew,Evans,"932 Hill Court","",Merseyside,Liverpool,L1 8JQ,+44 7020532270,matthew.evans15549@example.com,"1",2,,,,,,,,
13330,William,Collins,"769 Bridge Lane","",Greater Manchester,Manchester,M1 2AB,+44 7020540189,william.collins15864@example.com,"1",2,,,,,,,,
13552,Lucas,Clark,"675 Lake Road","",Greater Manchester,Manchester,M1 2AB,+44 7020548108,lucas.clark14662@example.com,"0",2,,,,,,,,
12853,Grace,Hall,"317 King Street","",Greater London,London,SW1A 1AA,+44 7020556027,grace.hall17180@example.com,"1",2,,,,,,,,
13538,Michael,Campbell,"401 Cedar Court","",Merseyside,Liverpool,L1 8JQ,+44 7020563946,michael.campbell15057@example.com,"1",2,,,,,,,,
16755,Michael,Martin,"555 Maple Drive","",Île-de-France,Paris,"75011",+33 620571865,michael.martin12574@example.com,"0",3,,,,,,,,
14133,Emma,Cook,"354 Market Lane",Apt 11D,West Midlands,Birmingham,B1 1AA,+44 7020579784,emma.cook13330@example.com,"0",2,,,,,,,,
16523,Nathan,Taylor,"576 Cedar Drive",Apt 18D,West Yorkshire,Leeds,LS1 4DY,+44 7020587703,nathan.taylor13552@example.com,"0",2,,,,,,,,
14659,David,Rogers,"276 Church Terrace",Apt 8B,West Yorkshire,Leeds,LS1 4DY,+44 7020595622,david.rogers12853@example.com,"0",2,,,,,,,,
13141,Grace,Hall,"265 Bridge Drive","",Greater London,London,SW1A 1AA,+44 7020603541,grace.hall13538@example.com,"1",2,,,,,,,,
15365,Lucas,Morgan,"285 Market Street","",West Yorkshire,Leeds,LS1 4DY,+44 7020611460,lucas.morgan16755@example.com,"1",2,,,,,,,,
13707,Adam,King,"877 Church Court",Apt 15A,Merseyside,Liverpool,L1 8JQ,+44 7020619379,adam.king14133@example.com,"0",2,,,,,,,,
13709,Lucas,Green,"874 Bridge Lane",Apt 19A,West Yorkshire,Leeds,LS1 4DY,+44 7020627298,lucas.green16523@example.com,"1",2,,,,,,,,
17329,Maya,Morris,"75 Lake Avenue","",West Midlands,Birmingham,B1 1AA,+44 7020635217,maya.morris14659@example.com,"1",2,,,,,,,,
14805,Daniel,Campbell,"655 Church Avenue",Apt 21A,West Midlands,Birmingham,B1 1AA,+44 7020643136,daniel.campbell13141@example.com,"1",2,,,,,,,,
16897,Ava,Brown,"528 Lake Way","",Greater Manchester,Manchester,M1 2AB,+44 7020651055,ava.brown15365@example.com,"1",2,,,,,,,,
15579,Olivia,Lewis,"26 Mill Street",Apt 12A,Greater Manchester,Manchester,M1 2AB,+44 7020658974,olivia.lewis13707@example.com,"0",2,,,,,,,,
14595,Matthew,Perez,"89 Station Lane","",Greater London,London,SW1A 1AA,+44 7020666893,matthew.perez13709@example.com,"1",2,,,,,,,,
13161,Sarah,Carter,"446 Victoria Avenue","",West Midlands,Birmingham,B1 1AA,+44 7020674812,sarah.carter17329@example.com,"1",2,,,,,,,,
15415,Sophie,Scott,"928 Mill Court",Apt 10A,Merseyside,Liverpool,L1 8JQ,+44 7020682731,sophie.scott14805@example.com,"0",2,,,,,,,,
17431,Sophie,Brown,"163 Spring Street","",Greater Manchester,Manchester,M1 2AB,+44 7020690650,sophie.brown16897@example.com,"1",2,,,,,,,,
17463,Alexander,Parker,"769 Main Way",Apt 13A,Greater Manchester,Manchester,M1 2AB,+44 7020698569,alexander.parker15579@example.com,"0",2,,,,,,,,
